[20230908 18:21:20 INFO    ] {'dataset_name': 'samsung', 'train_dis_path': '/mnt/IQA_dataset/PIPAL22/Train_dis/', 'val_dis_path': '/mnt/IQA_dataset/PIPAL22/Val_dis/', 'pipal22_train_label': './data/PIPAL22/pipal22_train.txt', 'pipal22_val_txt_label': './data/PIPAL22/pipal22_val.txt', 'kadid10k_path': '/mnt/IQA_dataset/kadid10k/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'koniq10k_path': '/mnt/IQA_dataset/1024x768/', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'samsung_train_path': '../samsung_LK99/dataset/train_mos.csv', 'samsung_valid_path': '../samsung_LK99/dataset/valid_mos.csv', 'batch_size': 8, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 300, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 384, 'prob_aug': 0.7, 'patch_size': 16, 'img_size': 384, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'model_name': 'samsung', 'type_name': 'samsung', 'ckpt_path': '/data2/samsung_IC/MANIQA2/samsung/samsung', 'log_path': './data2/samsung_IC/MANIQA2/log/samsung', 'log_file': 'samsung.log', 'tensorboard_path': '/data2/samsung_IC/MANIQA2/tensorboard/samsung/samsung'}
[20230908 18:21:21 INFO    ] number of train scenes: 40996
[20230908 18:21:21 INFO    ] number of val scenes: 13666
[20230908 18:21:23 INFO    ] Loading pretrained weights from url (https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_base_resnet50_384-9fd3c705.pth)
[20230908 18:21:23 INFO    ] #Params : 146.297418 [M]
[20230908 18:21:27 INFO    ] Running training epoch 1
[20230908 19:11:31 INFO    ] train epoch:1 / loss:0.8761 / SRCC:0.08919 / PLCC:0.0639
[20230908 19:11:31 INFO    ] Starting eval...
[20230908 19:11:31 INFO    ] Running testing in epoch 1
[20230908 19:16:30 INFO    ] Epoch:1 ===== loss:0.6357 ===== SRCC:0.2634 ===== PLCC:0.2681
[20230908 19:16:30 INFO    ] Eval done...
[20230908 19:16:30 INFO    ] ======================================================================================
[20230908 19:16:30 INFO    ] ============================== best main score is 0.5315321034530814 =================================
[20230908 19:16:30 INFO    ] ======================================================================================
[20230908 19:16:32 INFO    ] Saving weights and model of epoch1, SRCC:0.26338366728862467, PLCC:0.26814843616445677
[20230908 19:16:32 INFO    ] Epoch 1 done. Time: 5.5e+01min
[20230908 19:16:32 INFO    ] Running training epoch 2
[20230908 20:06:35 INFO    ] train epoch:2 / loss:0.6785 / SRCC:0.2036 / PLCC:0.2017
[20230908 20:06:35 INFO    ] Starting eval...
[20230908 20:06:35 INFO    ] Running testing in epoch 2
[20230908 20:11:32 INFO    ] Epoch:2 ===== loss:0.6532 ===== SRCC:0.2634 ===== PLCC:0.2633
[20230908 20:11:32 INFO    ] Eval done...
[20230908 20:11:32 INFO    ] Epoch 2 done. Time: 5.5e+01min
[20230908 20:11:32 INFO    ] Running training epoch 3
[20230908 21:01:32 INFO    ] train epoch:3 / loss:0.679 / SRCC:0.1982 / PLCC:0.1944
[20230908 21:01:32 INFO    ] Starting eval...
[20230908 21:01:32 INFO    ] Running testing in epoch 3
[20230908 21:06:30 INFO    ] Epoch:3 ===== loss:0.6734 ===== SRCC:0.238 ===== PLCC:0.2352
[20230908 21:06:30 INFO    ] Eval done...
[20230908 21:06:30 INFO    ] Epoch 3 done. Time: 5.5e+01min
[20230908 21:06:30 INFO    ] Running training epoch 4
[20230908 21:56:30 INFO    ] train epoch:4 / loss:0.7727 / SRCC:0.1337 / PLCC:0.1236
[20230908 21:56:30 INFO    ] Starting eval...
[20230908 21:56:30 INFO    ] Running testing in epoch 4
[20230908 22:01:27 INFO    ] Epoch:4 ===== loss:0.791 ===== SRCC:0.2236 ===== PLCC:0.2305
[20230908 22:01:27 INFO    ] Eval done...
[20230908 22:01:27 INFO    ] Epoch 4 done. Time: 5.5e+01min
[20230908 22:01:27 INFO    ] Running training epoch 5
[20230908 22:51:24 INFO    ] train epoch:5 / loss:0.7822 / SRCC:0.1086 / PLCC:0.09932
[20230908 22:51:24 INFO    ] Starting eval...
[20230908 22:51:24 INFO    ] Running testing in epoch 5
[20230908 22:56:20 INFO    ] Epoch:5 ===== loss:0.7684 ===== SRCC:0.07889 ===== PLCC:0.07683
[20230908 22:56:20 INFO    ] Eval done...
[20230908 22:56:20 INFO    ] Epoch 5 done. Time: 5.5e+01min
[20230908 22:56:20 INFO    ] Running training epoch 6
[20230908 23:46:14 INFO    ] train epoch:6 / loss:0.9558 / SRCC:0.03188 / PLCC:0.03176
[20230908 23:46:14 INFO    ] Starting eval...
[20230908 23:46:14 INFO    ] Running testing in epoch 6
[20230908 23:51:12 INFO    ] Epoch:6 ===== loss:0.7692 ===== SRCC:0.06833 ===== PLCC:0.05931
[20230908 23:51:12 INFO    ] Eval done...
[20230908 23:51:12 INFO    ] Epoch 6 done. Time: 5.5e+01min
[20230908 23:51:12 INFO    ] Running training epoch 7
[20230909 00:41:05 INFO    ] train epoch:7 / loss:0.8429 / SRCC:0.03477 / PLCC:0.03817
[20230909 00:41:05 INFO    ] Starting eval...
[20230909 00:41:05 INFO    ] Running testing in epoch 7
